volume_of_liquid_m3/day,water_volume_m3/day,water_cut_%,working_hours,dynamic_level_m,reservoir_pressure_atm,year,month,day
60,48,79,24,1914,160,2016,10,25
57,45,79,24,1913,160,2016,10,26
57,44,77,24,1916,160,2016,10,27
57,44,77,24,1915,160,2016,10,28
57,44,77,24,1879,160,2016,10,29
53,41,77,22,1909,160,2016,10,30
57,44,76,24,1909,160,2016,10,31
57,44,76,24,1892,160,2016,11,1
57,44,76,24,1905,160,2016,11,2
57,44,76,24,1905,160,2016,11,3
53,40,76,22,1898,160,2016,11,4
57,43,75,24,1898,160,2016,11,5
52,39,75,22,1893,160,2016,11,6
57,43,75,24,1893,160,2016,11,7
57,43,75,24,1908,159,2016,11,8
57,43,75,24,1909,159,2016,11,9
57,43,75,24,1909,159,2016,11,10
57,43,75,24,1903,159,2016,11,11
57,43,75,24,1908,159,2016,11,12
55,41,74,23,1906,159,2016,11,13
57,42,74,24,1891,159,2016,11,14
57,42,74,24,1902,159,2016,11,15
57,42,74,24,1907,159,2016,11,16
57,42,74,24,1909,159,2016,11,17
57,42,74,24,1911,159,2016,11,18
57,42,74,24,1911,159,2016,11,19
50,37,74,21,1908,159,2016,11,20
57,42,74,24,1901,159,2016,11,21
57,42,74,24,1900,159,2016,11,22
50,38,74,21,1900,159,2016,11,23
57,42,74,24,1898,159,2016,11,24
50,39,76,21,1862,159,2016,11,25
57,44,76,24,1898,159,2016,11,26
57,44,76,24,1896,159,2016,11,27
57,44,76,24,1816,159,2016,11,28
57,44,76,24,1860,159,2016,11,29
57,44,76,24,1871,159,2016,11,30
57,44,76,24,1878,159,2016,12,1
57,44,77,24,1881,159,2016,12,2
57,44,77,24,1888,158,2016,12,3
57,44,76,24,1886,158,2016,12,4
57,44,76,24,1890,158,2016,12,5
57,44,76,24,1888,158,2016,12,6
57,44,76,24,1899,158,2016,12,7
57,44,76,24,1888,158,2016,12,8
57,44,76,24,1888,158,2016,12,9
51,38,75,21,1890,158,2016,12,10
57,43,75,24,1678,158,2016,12,11
57,43,75,24,1678,158,2016,12,12
57,43,75,24,1678,158,2016,12,13
57,43,75,24,1678,158,2016,12,14
51,37,73,21,1678,158,2016,12,15
51,37,73,21,1678,158,2016,12,16
52,38,73,22,1678,158,2016,12,17
57,42,73,24,1678,158,2016,12,18
57,42,73,24,1749,158,2016,12,19
57,42,73,24,1749,158,2016,12,20
57,42,73,24,1802,158,2016,12,21
57,42,73,24,1816,158,2016,12,22
57,42,73,24,1838,158,2016,12,23
57,41,71,24,1838,158,2016,12,24
57,41,71,24,1842,158,2016,12,25
57,41,71,24,1847,158,2016,12,26
57,41,71,24,1879,158,2016,12,27
57,41,71,24,1886,158,2016,12,28
51,37,71,22,1886,157,2016,12,29
57,41,71,24,1886,157,2016,12,30
55,40,71,23,1886,157,2016,12,31
57,41,71,24,1884,157,2017,1,1
57,41,71,24,1893,157,2017,1,2
57,41,71,24,1893,157,2017,1,3
57,41,71,24,1872,157,2017,1,4
57,41,71,24,1901,157,2017,1,5
57,41,71,24,1901,157,2017,1,6
57,41,71,24,1901,157,2017,1,7
57,40,70,24,1901,157,2017,1,8
57,40,70,24,1901,157,2017,1,9
57,40,70,24,1901,157,2017,1,10
53,37,70,22,1901,157,2017,1,11
57,40,70,24,1901,157,2017,1,12
50,35,70,24,1862,157,2017,1,13
43,31,70,21,1909,157,2017,1,14
50,35,70,24,1878,157,2017,1,15
45,32,70,22,1895,157,2017,1,16
45,32,70,22,1902,157,2017,1,17
50,35,69,24,1876,157,2017,1,18
50,35,69,24,1876,157,2017,1,19
50,35,69,24,1875,157,2017,1,20
50,34,68,24,1877,157,2017,1,21
50,34,68,24,1875,157,2017,1,22
50,34,68,24,1875,157,2017,1,23
50,34,68,24,1873,156,2017,1,24
50,34,68,24,1875,156,2017,1,25
50,34,68,24,1875,156,2017,1,26
50,34,67,24,1832,156,2017,1,27
50,34,67,24,1843,156,2017,1,28
50,34,67,24,1847,156,2017,1,29
50,34,67,24,1847,156,2017,1,30
50,34,67,24,1847,156,2017,1,31
50,34,67,24,1847,156,2017,2,1
50,34,67,24,1847,156,2017,2,2
50,34,67,24,1848,156,2017,2,3
50,34,68,24,1846,156,2017,2,4
50,34,68,24,1848,156,2017,2,5
50,34,68,24,1853,156,2017,2,6
50,34,68,24,1844,156,2017,2,7
50,34,68,24,1847,156,2017,2,8
50,34,68,24,1845,156,2017,2,9
43,29,67,21,1845,156,2017,2,10
50,34,67,24,1772,156,2017,2,11
50,34,67,24,1817,156,2017,2,12
50,34,67,24,1827,156,2017,2,13
50,34,67,24,1840,156,2017,2,14
50,34,67,24,1840,156,2017,2,15
50,34,67,24,1840,156,2017,2,16
50,34,67,24,1840,156,2017,2,17
50,34,68,24,1860,156,2017,2,18
50,34,68,24,1865,155,2017,2,19
47,32,68,23,1869,155,2017,2,20
50,34,68,24,1860,155,2017,2,21
50,34,68,24,1860,155,2017,2,22
50,34,68,24,1877,155,2017,2,23
52,35,67,24,1871,155,2017,2,24
52,35,67,24,1870,155,2017,2,25
52,35,67,24,1870,155,2017,2,26
52,35,67,24,1877,155,2017,2,27
52,35,67,24,1880,155,2017,2,28
41,28,67,19,1880,155,2017,3,1
52,35,67,24,1880,155,2017,3,2
52,36,69,24,1875,155,2017,3,3
52,36,69,24,1875,155,2017,3,4
46,32,69,21,1892,155,2017,3,5
52,36,69,24,1979,155,2017,3,6
52,36,69,24,1979,155,2017,3,7
52,36,69,24,1921,155,2017,3,8
52,36,69,24,1931,155,2017,3,9
52,36,69,24,1931,155,2017,3,10
52,36,69,24,1928,155,2017,3,11
42,29,69,19,1928,155,2017,3,12
44,31,70,20,1928,155,2017,3,13
52,37,70,24,1957,155,2017,3,14
52,37,70,24,1958,155,2017,3,15
52,37,70,24,1955,154,2017,3,16
52,36,69,24,1955,154,2017,3,17
52,36,69,24,1957,154,2017,3,18
52,36,68,24,1957,154,2017,3,19
52,36,68,24,1955,154,2017,3,20
44,31,68,21,1955,154,2017,3,21
52,35,67,24,1965,154,2017,3,22
51,34,66,24,1809,154,2017,3,23
51,34,66,24,1851,154,2017,3,24
51,34,66,24,1851,154,2017,3,25
49,33,66,24,1855,154,2017,3,26
49,33,66,24,1855,154,2017,3,27
49,32,65,24,1855,154,2017,3,28
49,32,65,24,1855,154,2017,3,29
49,32,65,24,1855,154,2017,3,30
49,32,65,24,1862,154,2017,3,31
47,31,65,23,1862,154,2017,4,1
49,32,65,24,1862,154,2017,4,2
51,33,65,24,1842,154,2017,4,3
51,33,65,24,1846,154,2017,4,4
47,31,65,22,1846,154,2017,4,5
51,34,66,24,1841,154,2017,4,6
51,34,66,24,1846,154,2017,4,7
51,34,66,24,1848,154,2017,4,8
51,34,66,24,1848,154,2017,4,9
51,34,66,24,1847,154,2017,4,10
51,34,66,24,1846,153,2017,4,11
51,34,66,24,1846,153,2017,4,12
51,33,65,24,1852,153,2017,4,13
51,33,65,24,1858,153,2017,4,14
51,33,65,24,1858,153,2017,4,15
51,33,65,24,1858,153,2017,4,16
51,33,65,24,1858,153,2017,4,17
51,34,65,24,1858,153,2017,4,18
51,34,65,24,1858,153,2017,4,19
51,34,65,24,1858,153,2017,4,20
51,33,63,24,1858,153,2017,4,21
51,33,63,24,1858,153,2017,4,22
51,33,63,24,1858,153,2017,4,23
51,33,63,24,1858,153,2017,4,24
51,33,63,24,1858,153,2017,4,25
51,33,63,24,1858,153,2017,4,26
51,33,63,24,1858,153,2017,4,27
51,33,63,24,1858,153,2017,4,28
51,34,65,24,1858,153,2017,4,29
51,34,65,24,1858,153,2017,4,30
51,34,65,24,1858,153,2017,5,1
51,34,65,24,1858,153,2017,5,2
51,34,65,24,1858,153,2017,5,3
51,36,69,24,1858,153,2017,5,4
51,36,69,24,1858,153,2017,5,5
51,36,69,24,1858,153,2017,5,6
51,36,69,24,1858,152,2017,5,7
51,36,69,24,1820,152,2017,5,8
51,36,69,24,1820,152,2017,5,9
51,36,69,24,1820,152,2017,5,10
51,36,69,24,1820,152,2017,5,11
51,36,69,24,1820,152,2017,5,12
51,36,70,24,1820,152,2017,5,13
51,36,70,24,1820,152,2017,5,14
51,36,70,24,1820,152,2017,5,15
51,36,70,24,1851,152,2017,5,16
51,36,70,24,1847,152,2017,5,17
51,37,71,24,1849,152,2017,5,18
51,37,71,24,1838,152,2017,5,19
51,37,71,24,1838,152,2017,5,20
51,35,68,24,1838,152,2017,5,21
51,35,68,24,1841,152,2017,5,22
51,35,68,24,1847,152,2017,5,23
51,35,68,24,1849,152,2017,5,24
52,36,68,24,1849,152,2017,5,25
52,36,68,24,1849,152,2017,5,26
52,36,68,24,1849,152,2017,5,27
52,36,69,24,1849,152,2017,5,28
52,36,69,24,1841,152,2017,5,29
52,36,69,24,1841,152,2017,5,30
52,36,69,24,1841,152,2017,5,31
52,36,69,24,1841,152,2017,6,1
45,32,69,21,1841,151,2017,6,2
51,35,69,24,1845,151,2017,6,3
52,36,69,24,1841,151,2017,6,4
52,36,69,24,1841,151,2017,6,5
52,36,69,24,1841,151,2017,6,6
52,36,69,24,1841,151,2017,6,7
52,36,69,24,1851,151,2017,6,8
52,36,69,24,1851,151,2017,6,9
52,36,69,24,1851,151,2017,6,10
52,36,69,24,1860,151,2017,6,11
52,36,69,24,1855,151,2017,6,12
52,38,72,24,1855,151,2017,6,13
52,38,72,24,1855,151,2017,6,14
52,38,72,24,1855,151,2017,6,15
50,36,72,24,1855,151,2017,6,16
50,36,72,24,1857,151,2017,6,17
50,36,72,24,1850,151,2017,6,18
50,36,73,24,1808,151,2017,6,19
50,36,73,24,1808,151,2017,6,20
50,36,73,24,1815,151,2017,6,21
